REF_AREA,REF_AREA_LABEL,YEAR,WB_WDI_NY_GDP_PCAP_KD,WB_WDI_NY_GDP_MKTP_KD,WB_WDI_NY_GDP_MKTP_KD_ZG,WB_WDI_SP_URB_TOTL_IN_ZS,WB_WDI_SP_URB_GROW,WB_WDI_SE_PRM_ENRR,WB_WDI_SE_SEC_ENRR,WB_WDI_SE_TER_ENRR,WB_WDI_SP_POP_GROW,WB_WDI_SP_POP_TOTL,WB_WDI_EG_ELC_RNWX_ZS,WB_WDI_EG_ELC_ACCS_UR_ZS,WB_WDI_EG_ELC_ACCS_ZS,WB_WDI_EG_ELC_COAL_ZS,WB_WDI_EG_ELC_FOSL_ZS,WB_WDI_EG_ELC_HYRO_ZS,WB_WDI_EG_ELC_NGAS_ZS,WB_WDI_EG_ELC_NUCL_ZS,WB_WDI_EG_ELC_PETR_ZS,WB_WDI_EG_ELC_RNEW_ZS,WB_WDI_EG_ELC_RNWX_KH,WB_WDI_EG_USE_PCAP_KG_OE,WB_WDI_EG_FEC_RNEW_ZS,WB_WDI_EG_USE_COMM_CL_ZS,WB_WDI_EG_USE_COMM_FO_ZS,WB_WDI_EG_USE_COMM_GD_PP_KD,WB_WDI_EG_USE_CRNW_ZS,WB_WDI_EG_USE_ELEC_KH_PC,WB_WDI_EN_GHG_ALL_PC_CE_AR5,WB_WDI_EN_GHG_CH4_AG_MT_CE_AR5,WB_WDI_EN_GHG_CH4_BU_MT_CE_AR5,WB_WDI_EN_GHG_CH4_FE_MT_CE_AR5,WB_WDI_EN_GHG_CH4_IC_MT_CE_AR5,WB_WDI_EN_GHG_CH4_MT_CE_AR5,WB_WDI_EN_GHG_CH4_PI_MT_CE_AR5,WB_WDI_EN_GHG_CH4_TR_MT_CE_AR5,WB_WDI_EN_GHG_CH4_WA_MT_CE_AR5,WB_WDI_EN_GHG_CH4_ZG_AR5,WB_WDI_EN_GHG_CO2_BU_MT_CE_AR5,WB_WDI_EN_GHG_CO2_FE_MT_CE_AR5,WB_WDI_EN_GHG_CO2_IC_MT_CE_AR5,WB_WDI_EN_GHG_CO2_IP_MT_CE_AR5,WB_WDI_EN_GHG_CO2_MT_CE_AR5,WB_WDI_EN_GHG_CO2_PC_CE_AR5,WB_WDI_EN_GHG_CO2_PI_MT_CE_AR5,WB_WDI_EN_GHG_CO2_RT_GDP_KD,WB_WDI_EN_GHG_CO2_RT_GDP_PP_KD,WB_WDI_EN_GHG_CO2_TR_MT_CE_AR5,WB_WDI_EN_GHG_CO2_ZG_AR5,WB_WDI_EN_GHG_N2O_AG_MT_CE_AR5,WB_WDI_EN_GHG_N2O_BU_MT_CE_AR5,WB_WDI_EN_GHG_N2O_FE_MT_CE_AR5,WB_WDI_EN_GHG_N2O_IC_MT_CE_AR5,WB_WDI_EN_GHG_N2O_IP_MT_CE_AR5,WB_WDI_EN_GHG_N2O_MT_CE_AR5,WB_WDI_EN_GHG_N2O_PI_MT_CE_AR5,WB_WDI_EN_GHG_N2O_TR_MT_CE_AR5,WB_WDI_EN_GHG_N2O_WA_MT_CE_AR5,WB_WDI_EN_GHG_N2O_ZG_AR5,WB_WDI_EN_GHG_TOT_ZG_AR5
CPV,Cabo Verde,2012,3341.742105483601,1710821579.612857,1.083648483761664,62.821,0.8966905242102292,105.173240661621,86.7075271606445,19.3967304229736,0.0992767342106355,511955.0,19.0087101906534,91.4,83.2,0.0,80.9912898093466,0.0,0.0,0.0,80.9912898093466,19.0087101906534,70490000.0,207.5817731111066,24.3,,0.0,30.67375437141634,,,1.881610688439414,0.0687,0.0197,0.0025,0.0002,0.1448,0.0002,0.0023,0.0513,21.17154811715483,0.0768,0.0,0.1247,0.0028,0.7586,1.481770858766884,0.1663,0.4434126907445627,0.2002982522829273,0.388,1312.662942271881,0.0392,0.0032,0.0,0.0003,0.0096,0.0632,0.0004,0.0046,0.006,51.55875299760193,351.1943793911008
CPV,Cabo Verde,2013,3361.093877022051,1721636311.15762,0.6321367273851308,63.317,0.8394004771070926,105.531669616699,89.0096969604492,21.2792301177979,0.052725108136232,512225.0,21.27833576120013,91.7,84.3,0.0,78.72166423879987,0.0,0.0,0.0,78.72166423879987,21.27833576120013,83260000.0,207.5817731111066,25.9,,0.0,30.67375437141634,,,1.84938259553907,0.0698,0.0187,0.0025,0.0001,0.1461,0.0002,0.0024,0.0524,22.25941422594144,0.07,0.0,0.1075,0.003,0.7413,1.44721557909122,0.1747,0.4305787437194289,0.1945009054485155,0.3861,1280.446927374302,0.0398,0.0031,0.0,0.0002,0.0093,0.0634,0.0004,0.0045,0.0061,52.03836930455634,343.7002341920375
CPV,Cabo Verde,2014,3383.842280979095,1733630380.444896,0.6966668401185814,63.81,0.7951015490145038,104.337059020996,87.442626953125,21.7901191711426,0.0197159536864678,512326.0,22.21088011950703,91.9,85.3,0.0,77.78911988049296,0.0,0.0,0.0,77.78911988049296,22.21088011950703,89210000.0,207.5817731111066,26.1,,0.0,30.67375437141634,,,1.922994343445384,0.0709,0.018,0.0025,0.0002,0.1476,0.0002,0.0024,0.0534,23.51464435146444,0.078,0.0,0.121,0.0033,0.7763,1.515246151864243,0.1874,0.4477886455824456,0.202274957335336,0.3867,1345.623836126629,0.0402,0.0034,0.0,0.0003,0.0097,0.0648,0.0004,0.0047,0.0061,55.3956834532374,361.4519906323185
CPV,Cabo Verde,2015,3415.062667309312,1749857620.353287,0.9360265078088332,64.3,0.7782069304863903,101.818069458008,87.5373077392578,20.5760192871094,0.0132719182020122,512394.0,20.26553524181822,92.1,86.4,0.0,79.73446475818177,0.0,0.0,0.0,79.73446475818177,20.26553524181822,85020000.0,207.5817731111066,26.4,,0.0,30.67375437141634,,,1.942450536110883,0.0721,0.0172,0.0024,0.0002,0.1491,0.0002,0.0025,0.0546,24.76987447698746,0.0711,0.0,0.1208,0.0028,0.7841,1.530267723665773,0.1916,0.4480935996619509,0.2024127111038375,0.3978,1360.148975791434,0.0409,0.0033,0.0,0.0003,0.0097,0.0658,0.0004,0.0048,0.0062,57.79376498800958,366.1826697892271
CPV,Cabo Verde,2016,3560.140072953397,1824764034.952555,4.280714826623708,64.784,0.7812327155585935,99.7518768310547,87.7049102783203,21.0570201873779,0.0312210963482392,512554.0,18.5976845803865,92.3,87.5,0.0,81.40231541961349,0.0,0.0,0.0,81.40231541961349,18.5976845803865,82570000.0,207.5817731111066,23.9,,0.0,30.67375437141634,,,2.026323080104731,0.0731,0.0165,0.0024,0.0001,0.151,0.0002,0.0028,0.0558,26.35983263598327,0.0761,0.0,0.1044,0.0027,0.8224,1.604513865856085,0.1994,0.4506884091571778,0.2035848376977525,0.4398,1431.47113594041,0.0415,0.0034,0.0,0.0002,0.0106,0.0689,0.0004,0.0065,0.0063,65.22781774580335,386.4637002341921
CPV,Cabo Verde,2017,3719.713060479148,1907814790.728332,4.551314810297399,65.261,0.7996779130511538,98.2431716918945,87.0911026000977,21.1641502380371,0.0661175101881539,512893.0,17.63639787224027,92.5,88.6,0.0,82.36360212775973,0.0,0.0,0.0,82.36360212775973,17.63639787224027,74930000.0,207.5817731111066,21.8,,0.0,30.67375437141634,,,2.087764894432172,0.0641,0.0158,0.0024,0.0002,0.1426,0.0002,0.003,0.057,19.3305439330544,0.077,0.0,0.1241,0.0032,0.8695,1.695285371412751,0.1982,0.4557570285258444,0.2058744329714614,0.467,1519.180633147114,0.0338,0.0036,0.0,0.0003,0.0109,0.0624,0.0004,0.007,0.0064,49.64028776978415,401.5456674473068
CPV,Cabo Verde,2018,3853.679400352415,1978536809.331935,3.706964583108416,65.732,0.8208949142413867,98.6432571411133,83.242317199707,20.2174491882324,0.101723857752759,513415.0,20.7974489083376,93.1,90.2,0.0,79.2025510916624,0.0,0.0,0.0,79.2025510916624,20.7974489083376,89350000.0,207.5817731111066,21.9,,0.0,30.67375437141634,,,2.095186155449296,0.0638,0.0151,0.0023,0.0002,0.1429,0.0002,0.0029,0.0584,19.581589958159,0.0737,0.0,0.1311,0.0033,0.8751,1.704469094202546,0.2032,0.4422965475661192,0.199794068409515,0.4638,1529.608938547486,0.0333,0.0032,0.0,0.0003,0.0109,0.0616,0.0004,0.0068,0.0066,47.72182254196642,403.84074941452
CPV,Cabo Verde,2019,4115.90283469406,2116002110.927555,6.947826340518588,66.195,0.8359582401314156,96.9894180297852,84.1088104248047,20.2174491882324,0.134109462358547,514104.0,18.65816280537276,93.5,91.4,0.0,81.34183719462725,0.0,0.0,0.0,81.34183719462725,18.65816280537276,82790000.0,207.5817731111066,19.7,,0.0,30.67375437141634,,,2.204417783172276,0.0645,0.0149,0.0024,0.0002,0.1452,0.0002,0.0034,0.0596,21.50627615062761,0.0743,0.0,0.1392,0.0034,0.9281,1.805276753341736,0.1891,0.4386101484526237,0.198128849269281,0.5221,1628.305400372439,0.034,0.0033,0.0,0.0003,0.0115,0.064,0.0004,0.0077,0.0067,53.47721822541966,430.8196721311475
CPV,Cabo Verde,2020,3255.936289840575,1675762033.718857,-20.80527589907352,66.652,0.7998813418094223,95.9991912841797,87.3078079223633,20.2174491882324,0.11178257414313,514679.0,16.81810593594238,94.3,93.7,0.0,83.18189406405762,0.0,0.0,0.0,83.18189406405762,16.81810593594238,70520000.0,207.5817731111066,23.4,,0.0,30.67375437141634,,,2.311537871177957,0.0686,0.0148,0.0024,0.0002,0.1506,0.0002,0.0036,0.0608,26.02510460251048,0.0779,0.0,0.1462,0.0029,0.9758,1.895939022186645,0.1943,0.5823022483893499,0.2630374030498719,0.5545,1717.132216014897,0.036,0.0034,0.0,0.0003,0.0121,0.0674,0.0004,0.0084,0.0068,61.63069544364508,457.2365339578455
CPV,Cabo Verde,2021,3471.655342178596,1793627260.881229,7.033530106945136,67.102,1.054921443622657,96.402099609375,86.4913024902344,20.2174491882324,0.38203217521266,516649.0,18.2655949281105,94.9,95.5,0.0,81.7344050718895,0.0,0.0,0.0,81.7344050718895,18.2655949281105,80670000.0,207.5817731111066,22.6,,0.0,30.67375437141634,,,2.347628660850984,0.0694,0.0179,0.0022,0.0002,0.1556,0.0002,0.0036,0.0621,30.2092050209205,0.0835,0.0,0.1439,0.0029,0.9927,1.921420538895846,0.1974,0.5534594737996317,0.2500085532629834,0.565,1748.603351955308,0.0363,0.0039,0.0,0.0003,0.0125,0.0687,0.0004,0.0085,0.0068,64.74820143884892,468.1030444964872
CPV,Cabo Verde,2022,3997.767632506533,2077803747.086578,15.84367568464195,67.545,1.254636724983164,96.402099609375,86.4913024902344,20.2174491882324,0.596688345869947,519741.0,18.2655949281105,95.3,97.1,0.0,81.7344050718895,0.0,0.0,0.0,81.7344050718895,18.2655949281105,80670000.0,207.5817731111066,21.8,,0.0,30.67375437141634,,,2.425631227861569,0.07,0.0181,0.0022,0.0002,0.158,0.0002,0.0038,0.0634,32.21757322175733,0.0869,0.0,0.1498,0.0031,1.0371,1.99541694805682,0.2056,0.4991327989730427,0.2254681234393877,0.5917,1831.284916201117,0.0363,0.004,0.0,0.0003,0.013,0.0699,0.0004,0.0089,0.0069,67.62589928057554,490.4918032786885
CPV,Cabo Verde,2023,4192.401264362121,2189821144.815531,5.391144273660103,67.982,1.141979414638655,96.402099609375,86.4913024902344,20.2174491882324,0.497087597239901,522331.0,18.2655949281105,96.5,98.6,0.0,81.7344050718895,0.0,0.0,0.0,81.7344050718895,18.2655949281105,80670000.0,207.5817731111066,21.8,,0.0,30.67375437141634,,,2.35770038538781,0.0711,0.0181,0.0022,0.0002,0.1601,0.0002,0.0037,0.0646,33.97489539748955,0.0842,0.0,0.1452,0.0032,1.0063,1.926556149261675,0.1992,0.4595352466946656,0.207581128588783,0.5745,1773.929236499069,0.0363,0.0039,0.0,0.0003,0.0127,0.0694,0.0004,0.0086,0.007,66.42685851318946,476.8149882903981
CPV,Cabo Verde,2024,4475.452997399915,2349062342.916276,7.271881472044115,68.412,1.116832533527296,96.402099609375,86.4913024902344,20.2174491882324,0.486246288487151,524877.0,18.2655949281105,96.5,98.6,0.0,81.7344050718895,0.0,0.0,0.0,81.7344050718895,18.2655949281105,80670000.0,207.5817731111066,21.8,,0.0,30.67375437141634,,,2.35770038538781,0.0711,0.0181,0.0022,0.0002,0.1601,0.0002,0.0037,0.0646,33.97489539748955,0.0842,0.0,0.1452,0.0032,1.0063,1.926556149261675,0.1992,0.4595352466946656,0.207581128588783,0.5745,1773.929236499069,0.0363,0.0039,0.0,0.0003,0.0127,0.0694,0.0004,0.0086,0.007,66.42685851318946,476.8149882903981
KHM,Cambodia,1995,520.9268831861455,5218904416.419748,9.903468901171737,17.311,10.22924569929647,87.9608917236328,18.5108890533447,1.38877999782562,8.09818955055196,10018497.0,0.0,55.98,18.67,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,282.3500977769889,82.5,0.0,18.08,168.7950419322033,81.92480136448454,14.3734134970545,2.251355667421969,16.5278,0.5581,0.9296,0.0151,18.6083,0.0001,0.0098,0.5679,8.62291388177059,0.1227,0.0,0.029,0.0266,1.5009,0.1498128910953409,0.161,0.2875890953813715,0.0895614112887464,1.1581,247.1894517696044,1.7723,0.0662,0.0111,0.0191,0.5097,2.4766,0.0003,0.0185,0.0793,13.42859760007329,14.43473143210841
KHM,Cambodia,1996,511.6703495977039,5526689596.999191,5.897505606944776,17.683,9.64924559028912,91.52811431884766,18.5108890533447,1.79904997348785,7.52306354037061,10801270.0,0.0,55.98,18.67,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,269.7159736711155,82.5,0.0,18.25,164.15908795099,81.7467800250874,20.36797524735517,2.076848370608271,16.102,0.5745,0.9565,0.0154,18.2476,0.0002,0.0097,0.5893,6.517386507579781,0.1258,0.0,0.0418,0.1327,1.6662,0.1542596379870145,0.2024,0.3014824644584149,0.0938881043451899,1.1598,285.4267869535045,1.7569,0.0682,0.0114,0.0195,0.5878,2.5467,0.0004,0.0205,0.082,16.63918658972246,13.81271530839518
KHM,Cambodia,1997,496.7705513109409,5748123107.348973,4.006621078737865,18.06,8.993212429712406,95.0953369140625,18.5108890533447,1.44154000282288,6.883669247052,11570982.0,0.0,55.98,18.67,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,258.9472530518723,82.2,0.0,18.53,162.3319401405607,81.46801862126145,23.67992621542407,1.972926757642523,16.4287,0.5896,0.9806,0.0157,18.6335,0.0003,0.0096,0.6089,8.770014768462042,0.1319,0.0,0.045,0.1344,1.779,0.1537466742235015,0.2608,0.3094923276304832,0.0963825474984287,1.2029,311.5197779319917,1.8062,0.07,0.0117,0.0199,0.4232,2.441,0.0005,0.0216,0.088,11.7981130347165,15.82234488916849
KHM,Cambodia,1998,499.0166490508331,6017229084.135231,4.681632104263841,18.355,5.74450673309528,98.0391387939453,18.5108890533447,1.7324933211008733,4.12422750057528,12058173.0,0.0,55.98,18.67,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,268.3461901368524,81.3,0.0,19.53,167.4668733290164,80.4687211662667,25.62577266058465,1.897534560169273,16.1617,0.6036,1.0048,0.0198,18.4262,0.0003,0.0093,0.6267,7.559934855321626,0.12,0.0,0.0546,0.1072,1.9937,0.1653401390077917,0.3123,0.3313319091102089,0.1031838614936133,1.3953,361.1843627110803,1.721,0.0716,0.012,0.025,0.5273,2.4812,0.0006,0.0295,0.0942,13.63927818997894,16.08667637404173
KHM,Cambodia,1999,552.9014922326434,6781740973.224193,12.70538113804976,18.47,2.331242391255052,105.301170349121,17.792610168457,2.0234466393788666,1.70665891380385,12265731.0,0.0,59.279369354248,8.82003688812256,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,271.4482976177572,81.5,0.0,20.14,152.8930956663966,79.86011477761824,29.26853686910303,1.901199365940766,16.7775,0.6167,1.0263,0.0202,19.1015,0.0003,0.0097,0.6508,11.50188837844624,0.1446,0.0,0.0579,0.0303,1.9421,0.1583354469456407,0.3421,0.2863718929501788,0.0891823483502955,1.3624,349.2482072634745,1.778,0.0731,0.0123,0.0255,0.2639,2.2881,0.0007,0.0301,0.1046,4.795273426765601,18.31294615450962
KHM,Cambodia,2000,598.5619152521472,7459479704.675782,9.993580322920792,18.586,2.216240019715433,110.810829162598,19.0743503570557,2.31439995765686,1.59016992993238,12462336.0,0.03125,60.6,16.6,0.0,99.77678571428572,8.928571428571429,0.0,0.0,99.77678571428572,8.959821428571429,140000.0,273.1110600870655,81.6,0.0,20.39,142.09497541952,79.60940899075091,31.93622768636634,1.823012956800394,15.9206,0.6285,1.0451,0.0206,18.2983,0.0004,0.008,0.6752,6.81333948199474,0.194,0.0,0.0708,0.0328,2.0009,0.160555773813192,0.3778,0.2682358662020071,0.0835344007165969,1.3204,362.849872773537,1.8432,0.0746,0.0125,0.026,0.314,2.4081,0.0007,0.0276,0.1095,10.2912888156087,15.26577744405153
KHM,Cambodia,2001,632.8335739808495,8010713670.899399,7.389710650705169,18.703,2.18918056215655,119.976997375488,20.9672603607178,2.29325008392334,1.56166865874357,12658484.0,0.0530451866404715,65.3,9.5,0.0,99.80353634577604,5.893909626719057,0.0,0.0,99.80353634577604,5.946954813359529,270000.0,276.1642070890227,80.5,0.0,21.23,135.9021702042786,78.76239213462424,35.78627582892233,1.850908845008612,16.1073,0.6377,1.0612,0.021,18.5335,0.0004,0.0079,0.6979,8.186281091114989,0.1388,0.0,0.074,0.0291,2.1872,0.172785303516598,0.426,0.273034349978762,0.0850287514621369,1.5138,405.9449456396021,1.7828,0.0756,0.0127,0.0265,0.6341,2.678,0.0008,0.0337,0.1118,22.6527434276816,18.87154301601717
KHM,Cambodia,2002,662.1883412834542,8512590714.589053,6.265072805096366,18.82,2.166008481205105,135.533798217773,24.6961307525635,2.55727005004883,1.54239258007881,12855241.0,0.0769230769230769,67.2,13.1,0.0,95.87912087912088,3.983516483516483,0.0,0.0,95.87912087912088,4.06043956043956,560000.0,272.0952790329181,81.0,0.07,21.26,127.9640539550547,78.64361411559048,49.47398496846539,1.837149533019257,16.2498,0.647,1.0774,0.0198,18.7202,0.0006,0.0075,0.7181,9.276111866721926,0.2156,0.0,0.0838,0.0308,2.2475,0.1748314170072735,0.5873,0.2640206812889745,0.0822217017453317,1.3241,419.8935924126764,1.8027,0.0768,0.0129,0.0251,0.5362,2.5994,0.0011,0.0289,0.1158,19.05285334798938,19.82181724090695
KHM,Cambodia,2003,719.3334942405086,9387998414.661062,10.28368130716915,18.937,2.1308489317456,140.371170043945,28.7237606048584,3.16867995262146,1.5110719151833,13050968.0,-0.001310615989515,69.2,19.3,0.0,93.57798165137616,5.373525557011796,0.0,0.0,93.57798165137616,5.37221494102228,-10000.0,275.5985706571996,79.9,0.1,22.36,119.3150401796783,77.50610922226927,50.72420681745599,1.960015532947441,17.7899,0.6544,1.0881,0.0202,20.3019,0.0007,0.0073,0.7413,18.50902744132017,0.3261,0.0,0.0934,0.0331,2.4176,0.1852429643532955,0.6072,0.2575202820895751,0.0801973380417413,1.3515,459.2412676382143,1.901,0.0779,0.013,0.0256,0.6245,2.7893,0.0013,0.0304,0.1157,27.75029770083357,29.7816855317832
KHM,Cambodia,2004,775.8471390309785,10275886653.58491,9.457694811039287,19.055,2.094908797100714,144.732543945312,31.9804706573486,3.18306994438171,1.47375057040259,13244731.0,0.1153374233128834,71.1,14.2,0.0,94.84662576687116,3.43558282208589,0.0,0.0,94.84662576687116,3.550920245398773,940000.0,279.2723369105631,80.7,0.07,22.39,112.0986209565994,77.50363219578335,55.04075545211148,1.901171114762542,17.1511,0.6595,1.0962,0.0223,19.7037,0.0008,0.0075,0.7664,15.01713258343014,0.2375,0.0,0.1032,0.0345,2.4191,0.1826462160688654,0.6627,0.2354152085899135,0.0733133441384057,1.3744,459.5882489012259,1.9002,0.0783,0.0131,0.0282,0.7889,2.9648,0.0014,0.0347,0.1201,35.78822020701659,27.75429855759228
KHM,Cambodia,2005,866.3402901232085,11642922159.7044,13.30333383584549,19.174,2.080215919514335,143.901824951172,36.36279010772705,3.83043003082275,1.4576145365221,13439202.0,0.0466804979253112,66.8,20.5,0.0,93.87966804979251,4.564315352697095,0.0,0.0,93.87966804979251,4.610995850622407,450000.0,286.390391082312,79.2,0.1,24.44,102.9481256754513,75.3934369259791,65.92653343554178,2.035790517919144,19.1407,0.6661,1.1069,0.0228,21.7419,0.0009,0.0084,0.7962,26.91479239511765,0.256,0.0,0.1258,0.0359,2.7008,0.2009643132084777,0.7725,0.2319692567684889,0.0722402008471048,1.5031,524.7513300948415,2.0493,0.0791,0.0132,0.0288,0.4598,2.7978,0.0017,0.0385,0.1272,28.13959879087664,38.80903699118725
KHM,Cambodia,2006,947.0652200506912,12917049054.09754,10.94336006816935,19.293,2.094653781147707,140.779922485352,40.7451095581055,6.19891977310181,1.47594305468246,13639028.0,0.1942324003392706,75.1,27.5,0.0,94.23240033927055,4.325699745547073,0.0,0.0,94.23240033927055,4.519932145886344,2290000.0,289.7263600275379,78.0,0.11,25.7,95.27010328358334,74.0717458974283,79.99103748448937,2.117944181946104,20.0059,0.6697,1.1123,0.0232,22.6456,0.0012,0.0089,0.8244,32.18999363730293,0.2745,0.0,0.1355,0.0366,3.0073,0.2204922520871722,0.9466,0.2328163334679004,0.0725039986957975,1.6063,595.651168170252,2.1528,0.0795,0.0133,0.0294,0.6512,3.1072,0.0021,0.0429,0.136,42.31015846844372,46.55785612452499
KHM,Cambodia,2007,1030.231176207916,14260222987.89945,10.39845810120097,19.413,2.095599826560507,137.844223022461,43.9667510986328,7.51466989517212,1.47554433066197,13841770.0,0.4839142091152815,77.1,20.2,0.0,95.44235924932975,3.351206434316354,0.0,0.0,95.44235924932975,3.835120643431635,7220000.0,298.2137717420128,74.8,0.11,28.08,90.14497472511869,71.59984492804787,99.62598713892804,2.165669563935826,20.3274,0.6739,1.1203,0.0237,23.0111,0.0015,0.0129,0.8513,34.32354022800637,0.2477,0.0,0.1452,0.0802,3.6965,0.2670539967070685,1.2115,0.2592175454154311,0.0807259022370934,2.0037,755.0774924820726,2.1905,0.0799,0.0134,0.03,0.6363,3.1404,0.0027,0.0472,0.1404,43.83072272602364,52.08801578885951
KHM,Cambodia,2008,1090.574758061467,15326369460.34691,7.476366066310106,19.571,2.328487553320345,131.563461303711,47.020809173584,8.69999027252197,1.51791486007376,14053479.0,0.5107962213225371,87.0,26.4,1.576248313090418,97.19028340080972,3.10391363022942,0.0,0.0,95.6140350877193,3.614709851551957,7570000.0,296.3896160556371,74.1,0.1,27.69,84.63618056491299,71.64278382733265,113.4238717686916,2.186177529421718,20.6442,0.6782,1.1284,0.0242,23.3599,0.0015,0.0146,0.8688,36.35960329459287,0.2396,0.0,0.1485,0.4038,4.0967,0.291507889256461,1.2262,0.2672974842867497,0.0832421684657641,2.0698,847.6520934536202,2.2308,0.0804,0.0135,0.0306,0.5852,3.132,0.0027,0.0456,0.1432,43.44600164880463,55.8764288359775
KHM,Cambodia,2009,1117.258341945143,15950885068.86584,4.074778505990651,19.93,3.394387180477716,128.572204589844,47.257788079225385,10.5778999328613,1.57665618141569,14276810.0,0.8151658767772512,81.2,25.6,2.211690363349131,94.62875197472354,3.712480252764613,0.0,0.0,92.4170616113744,4.527646129541864,10320000.0,311.4624062288999,68.0,0.09,32.14,86.81615395322731,66.36694704953419,126.9891523386527,2.251287227328794,21.1329,0.6806,1.1311,0.0228,23.8798,0.0013,0.0156,0.8955,39.39443468312016,0.5051,0.0,0.1677,0.4669,4.8736,0.3413647726628007,1.0362,0.3055379045713685,0.0951510553601839,2.6885,1027.36525560953,2.3014,0.0811,0.0135,0.0289,0.6117,3.2484,0.0024,0.0631,0.1461,48.77713657598244,63.06969523239352
KHM,Cambodia,2010,1155.852368566987,16760698493.04088,5.076918432292473,20.294,3.366128440997008,125.497329711914,47.49476698486678,12.3117904663086,1.55621745380597,14500726.0,0.7903543307086613,91.3,31.1,3.346456692913386,94.48818897637796,3.248031496062992,0.0,0.0,91.14173228346458,4.038385826771654,8030000.0,323.2559707474881,64.8,0.07,33.76,87.0948953748427,63.33781731837303,157.0266205981687,2.252742379933253,21.4916,0.6811,1.1338,0.0239,24.2689,0.0011,0.0181,0.9194,41.66574242167754,0.2805,0.0,0.653,0.3776,5.1579,0.3556994318767212,0.8899,0.307737771319112,0.0958361410388109,2.9473,1093.129770992366,2.2666,0.0808,0.0136,0.0306,0.4924,3.1028,0.0023,0.0648,0.1518,42.10863790418613,65.73431895322703
KHM,Cambodia,2011,1221.388398524541,17981993293.90303,7.286658138795516,20.663,3.320357717271545,120.726565891866,47.731745890508165,14.1404304504395,1.51839242344005,14722584.0,1.54382657869934,93.5,37.4,4.618284637134779,92.83694627709708,4.995287464655985,0.0,0.0,88.2186616399623,6.539114043355325,16380000.0,325.0638009818711,64.0,0.1,34.04,82.88259355748887,62.58091240748405,175.9881281709787,2.307101796804148,22.4246,0.6848,1.1392,0.0244,25.2428,0.0012,0.0179,0.9509,47.35072470536041,0.2378,0.0,0.6651,0.4204,5.3633,0.3642906707137823,0.9078,0.2982594817126575,0.0928843984053435,3.1221,1140.643071940782,2.2708,0.0812,0.0136,0.0312,0.605,3.2243,0.0023,0.0645,0.1558,47.67335348538977,72.3304295767145
KHM,Cambodia,2012,1295.252714778931,19357661918.85189,7.650256578703619,21.037,3.293796790203848,120.336936950684,47.96872479614955,14.266765356063875,1.49998418675996,14945085.0,0.3263371699390656,94.2,42.3,2.640487474610697,62.35612728503723,36.08666215301287,0.0,0.0,59.71563981042654,36.41299932295193,4820000.0,334.0259644988564,64.4,0.92,34.28,80.31085125347664,61.16541551239909,222.1466120801588,2.250646282707659,21.9956,0.6873,1.1418,0.0261,24.8521,0.0011,0.0167,0.9835,45.07007722796552,0.3242,0.0,0.6702,0.4326,5.6303,0.3767325512032886,0.8991,0.2908564073286561,0.0905789222925323,3.2937,1202.405736756882,2.0959,0.0816,0.0137,0.0334,0.5589,3.0159,0.0024,0.07,0.1601,38.12860676009893,70.65413163809417
KHM,Cambodia,2013,1376.295575959256,20878690156.78171,7.857499755425195,21.415,3.275967788586418,121.020393371582,48.205703701790945,14.39310026168825,1.49510212980529,15170208.0,-0.4097108565193672,94.8,50.9,9.656301145662848,42.17130387343153,57.06492089470812,0.0,0.0,32.51500272776868,56.65521003818876,-7510000.0,337.7788875180037,65.0,1.76,33.66,76.43095760432082,60.7581838267168,238.1641701946341,2.206944031354085,21.7736,0.6898,1.1445,0.0279,24.6706,0.0007,0.016,1.018,44.01060060358062,0.5028,0.0,0.628,0.4504,5.6915,0.3751761346976917,0.7248,0.2725985182624742,0.0848930241198211,3.375,1216.562572287763,2.0891,0.0821,0.0137,0.0357,0.5173,2.9765,0.002,0.0731,0.1635,36.3240817074288,69.86113718347444
KHM,Cambodia,2014,1464.531158669268,22549052336.92654,8.000320746185665,21.799,3.259677412466569,114.556167602539,48.44268260743233,14.519435167312624,1.4824372519955,15396772.0,-0.0990536277602523,96.9,56.1,28.58044164037855,39.21135646687697,60.1577287066246,0.0,0.0,10.63091482649842,60.05867507886435,-3140000.0,359.9495246403726,63.7,2.96,36.82,76.54053652254647,57.4206477471071,276.4215771981296,2.290551551974661,22.0708,0.6918,1.1472,0.0298,25.0142,0.0008,0.0165,1.0573,46.01630951894506,0.7008,0.0,0.5186,0.5814,7.0287,0.4565047790536874,1.5195,0.3117071127858324,0.0970722790890906,3.6977,1525.88480222068,2.0884,0.0827,0.0137,0.0379,0.5016,3.067,0.0969,0.0787,0.1672,40.4689933131813,78.92907697069013
